FECHA EVENTO,ESTADO,MUNICIPIO,CORTA,LARGA,TOTAL,CARGS,GDAS,CARTS,
04-dic-13,SON.,"GUAYMAS, SON.",0,0,0,2,0,626,
05-dic-13,SON.,"GUAYMAS, SON.",0,0,0,10,0,515,
05-dic-13,SON.,"NOGALES, SON.",0,0,0,0,0,8,
05-dic-13,SON.,"GENERAL PLUTARCO ELIAS CALLES, SON.",0,0,0,0,0,87,
06-dic-13,COAH.,"SALTILLO, COAH.",0,0,0,0,0,38,
06-dic-13,SON.,"HERMOSILLO, SON.",0,0,0,8,0,24,
06-dic-13,SON.,"EMPALME, SON.",0,0,0,3,0,0,
06-dic-13,SON.,"CABORCA, SON.",0,0,0,1,3,2,
07-dic-13,N.L.,"SANTA CATARINA, N.L.",0,0,0,0,0,50,
07-dic-13,CHIS.,"PALENQUE, CHIS.",0,0,0,0,0,76,
07-dic-13,SON.,"HERMOSILLO, SON.",0,0,0,85,0,442,
07-dic-13,SON.,"CAJEME, SON.",0,0,0,0,0,1,
07-dic-13,SON.,"ALAMOS, SON.",0,0,0,0,0,40,
07-dic-13,PUE.,"PUE., PUE.",0,0,0,0,0,73,
09-dic-13,SON.,"PUERTO PEÑASCO, SON.",0,0,0,0,0,193,
09-dic-13,TAMPS.,"VICTORIA, TAMPS.",0,0,0,2,0,37,
10-dic-13,SON.,"URES, SON.",0,0,0,0,0,11,
10-dic-13,SON.,"SANTA ANA, SON.",0,0,0,0,0,10,
10-dic-13,SON.,"GENERAL PLUTARCO ELIAS CALLES, SON.",0,0,0,0,0,60,
10-dic-13,SON.,"MAGDALENA, SON.",0,0,0,0,0,10,
11-dic-13,TAMPS.,"ALTAMIRA, TAMPS.",0,0,0,2,0,15,
11-dic-13,TAMPS.,"VICTORIA, TAMPS.",0,0,0,3,0,50,
11-dic-13,PUE.,"ATLIXCO, PUE.",0,0,0,0,0,326,
12-dic-13,N.L.,"SANTIAGO, N.L.",0,0,0,11,0,400,
12-dic-13,COAH.,"ACUÑA, COAH.",0,0,0,1,0,160,
13-dic-13,TAMPS.,"CIUDAD MADERO, TAMPS.",0,0,0,0,1,19,
14-dic-13,CHIH.,"CHIH., CHIH.",0,0,0,0,15,0,
15-dic-13,TAMPS.,"CIUDAD MADERO, TAMPS.",0,0,0,0,0,22,
15-dic-13,N.L.,"GARCIA, N.L.",0,0,0,28,0,0,
17-dic-13,TAMPS.,"VICTORIA, TAMPS.",0,0,0,0,0,500,
17-dic-13,N.L.,"CADEREYTA JIMENEZ, N.L.",0,0,0,3,0,250,
18-dic-13,PUE.,"NICOLAS BRAVO, PUE.",0,0,0,0,0,58,
19-dic-13,TAMPS.,"NUEVO LAREDO, TAMPS.",0,0,0,12,0,814,
20-dic-13,PUE.,"ATLIXCO, PUE.",0,0,0,0,0,20,
28-dic-13,TAMPS.,"NUEVO LAREDO, TAMPS.",0,0,0,4,0,580,
09-ene-14,Q. ROO,"OTHON P. BLANCO, Q. ROO",0,0,0,0,0,24,
12-ene-14,Q. ROO,"BENITO JUAREZ, Q. ROO",0,0,0,0,0,39,
13-ene-14,Q. ROO,"BENITO JUAREZ, Q. ROO",0,0,0,0,1,96,
13-ene-14,Q. ROO,"COZUMEL, Q. ROO",0,0,0,0,2,0,
15-ene-14,Q. ROO,"COZUMEL, Q. ROO",0,0,0,0,0,6,
15-ene-14,Q. ROO,"OTHON P. BLANCO, Q. ROO",0,0,0,0,0,25,
19-ene-14,Q. ROO,"OTHON P. BLANCO, Q. ROO",0,0,0,0,2,20,
20-ene-14,Q. ROO,"COZUMEL, Q. ROO",0,0,0,0,0,239,
20-ene-14,Q. ROO,"BENITO JUAREZ, Q. ROO",0,0,0,0,0,414,
21-ene-14,PUE.,"PUE., PUE.",0,0,0,0,2,0,
21-ene-14,COAH.,"SALTILLO, COAH.",0,0,0,1,0,207,
22-ene-14,Q. ROO,"COZUMEL, Q. ROO",0,0,0,0,0,100,
22-ene-14,Q. ROO,"BENITO JUAREZ, Q. ROO",0,0,0,0,0,343,
22-ene-14,Q. ROO,"OTHON P. BLANCO, Q. ROO",0,0,0,0,0,44,
22-ene-14,PUE.,"PUE., PUE.",0,0,0,0,0,0,
23-ene-14,Q. ROO,"OTHON P. BLANCO, Q. ROO",0,0,0,0,0,109,
23-ene-14,COAH.,"FRONTERA, COAH.",0,0,0,0,0,170,
30-ene-14,Q. ROO,"BENITO JUAREZ, Q. ROO",0,0,0,0,0,283,
31-ene-14,COAH.,"FRONTERA, COAH.",0,0,0,3,0,84,
01-feb-14,PUE.,"TEHUACAN, PUE.",0,0,0,0,0,35,
04-feb-14,COAH.,"SALTILLO, COAH.",0,0,0,0,1,0,
06-feb-14,COAH.,"MONCLOVA, COAH.",0,0,0,0,0,125,
12-feb-14,Q. ROO,"SOLIDARIDAD, Q. ROO",0,0,0,0,0,22,
12-feb-14,ZAC.,"TLALTENANGO DE SANCHEZ ROMAN, ZAC.",0,0,0,0,0,129,
13-feb-14,Q. ROO,"BACALAR, Q. ROO",0,0,0,0,0,0,
13-feb-14,Q. ROO,"SOLIDARIDAD, Q. ROO",0,0,0,0,0,22,
13-feb-14,COAH.,"FRONTERA, COAH.",0,0,0,0,0,44,
14-feb-14,Q. ROO,"BACALAR, Q. ROO",0,0,0,0,0,50,
14-feb-14,Q. ROO,"SOLIDARIDAD, Q. ROO",0,0,0,0,0,20,
17-feb-14,COAH.,"FRONTERA, COAH.",0,0,0,0,0,83,
18-feb-14,ZAC.,"JEREZ, ZAC.",0,0,0,1,0,27,
19-feb-14,VER.,"XALAPA, VER.",0,0,0,0,0,16,
19-feb-14,COAH.,"SALTILLO, COAH.",0,0,0,10,0,0,
20-feb-14,ZAC.,"TLALTENANGO DE SANCHEZ ROMAN, ZAC.",0,0,0,0,0,109,
21-feb-14,ZAC.,"TLALTENANGO DE SANCHEZ ROMAN, ZAC.",0,0,0,0,0,85,
21-feb-14,VER.,"TUXPAM, VER.",0,0,0,0,0,493,
21-feb-14,Q. ROO,"COZUMEL, Q. ROO",0,0,0,0,0,619,
21-feb-14,Q. ROO,"COZUMEL, Q. ROO",0,0,0,0,0,619,
25-feb-14,ZAC.,"JEREZ, ZAC.",0,0,0,0,0,11,
26-feb-14,ZAC.,"JEREZ, ZAC.",0,0,0,0,2,0,
26-feb-14,COAH.,"SALTILLO, COAH.",0,0,0,0,0,382,
27-feb-14,PUE.,"PUE., PUE.",0,0,0,0,1,73,
28-feb-14,ZAC.,"TLALTENANGO DE SANCHEZ ROMAN, ZAC.",0,0,0,0,0,136,
04-mar-14,N.L.,"SAN NICOLAS DE LOS GARZA, N.L.",0,0,0,0,0,900,
04-mar-14,TAMPS.,"EL MANTE, TAMPS.",0,0,0,0,0,0,
06-mar-14,S.L.P.,"CIUDAD VALLES, S.L.P.",0,0,0,0,1,0,
07-mar-14,Q. ROO,"ISLA MUJERES, Q. ROO",0,0,0,0,0,20,
09-mar-14,N.L.,"SAN NICOLAS DE LOS GARZA, N.L.",0,0,0,1,0,0,
09-mar-14,N.L.,"MONTERREY, N.L.",0,0,0,2,0,6370,
10-mar-14,ZAC.,"ZAC., ZAC.",0,0,0,0,0,416,
11-mar-14,TAB.,"CUNDUACAN, TAB.",0,0,0,0,0,44,
11-mar-14,ZAC.,"ZAC., ZAC.",0,0,0,0,0,250,
12-mar-14,ZAC.,"TLALTENANGO DE SANCHEZ ROMAN, ZAC.",0,0,0,0,0,241,
12-mar-14,CHIH.,"HGO. DEL PARRAL, CHIH.",0,0,0,1,0,0,
13-mar-14,VER.,"POZA RICA DE HGO., VER.",0,0,0,0,0,54,
13-mar-14,ZAC.,"ZAC., ZAC.",0,0,0,0,0,200,
13-mar-14,PUE.,"TEPEXI DE RODRIGUEZ, PUE.",0,0,0,0,3,0,
14-mar-14,ZAC.,"TLALTENANGO DE SANCHEZ ROMAN, ZAC.",0,0,0,0,0,101,
15-mar-14,TAMPS.,"EL MANTE, TAMPS.",0,0,0,1,0,30,
18-mar-14,TAB.,"CENTLA, TAB.",0,0,0,0,0,31,
18-mar-14,ZAC.,"TLALTENANGO DE SANCHEZ ROMAN, ZAC.",0,0,0,0,0,253,
20-mar-14,VER.,"IGNACIO DE LA LLAVE, VER.",0,0,0,0,0,55,
21-mar-14,N.L.,"MONTERREY, N.L.",0,0,0,14,1,677,
22-mar-14,TAB.,"CENTLA, TAB.",0,0,0,0,0,26,
22-mar-14,N.L.,"SAN NICOLAS DE LOS GARZA, N.L.",0,0,0,4,0,71,
22-mar-14,N.L.,"SAN NICOLAS DE LOS GARZA, N.L.",0,0,0,4,0,71,
23-mar-14,N.L.,"SAN NICOLAS DE LOS GARZA, N.L.",0,0,0,1,0,19,
23-mar-14,N.L.,"MONTERREY, N.L.",0,0,0,43,0,840,
24-mar-14,ZAC.,"JEREZ, ZAC.",0,0,0,0,0,8,
24-mar-14,VER.,"POZA RICA DE HGO., VER.",0,0,0,0,1,0,
25-mar-14,PUE.,"PUE., PUE.",0,0,0,0,0,0,
25-mar-14,N.L.,"SAN NICOLAS DE LOS GARZA, N.L.",0,0,0,0,0,86,
25-mar-14,N.L.,"SANTA CATARINA, N.L.",0,0,0,0,0,50,
25-mar-14,SON.,"HERMOSILLO, SON.",0,0,0,0,0,136,
27-mar-14,TAMPS.,"TAMPICO, TAMPS.",0,0,0,0,0,60,
28-mar-14,N.L.,"SAN NICOLAS DE LOS GARZA, N.L.",0,0,0,0,0,50,
29-mar-14,N.L.,"MONTERREY, N.L.",0,0,0,23,0,384,
30-mar-14,N.L.,"MONTERREY, N.L.",0,0,0,0,0,250,
31-mar-14,VER.,"PANUCO, VER.",0,0,0,0,0,161,
31-mar-14,OAX.,"OAX. DE JUAREZ, OAX.",0,0,0,0,2,0,
01-abr-14,N.L.,"SANTA CATARINA, N.L.",0,0,0,0,0,53,
03-abr-14,CHIS.,"TUXTLA GUTIÉRREZ, CHIS.",0,0,0,0,0,97,
05-abr-14,OAX.,"OAX. DE JUAREZ, OAX.",0,0,0,0,1,0,
06-abr-14,CHIS.,"TUZANTÁN, CHIS.",0,0,0,0,0,210,
07-abr-14,OAX.,"SANTA MARIA PETAPA, OAX.",0,0,0,4,1,0,
07-abr-14,ZAC.,"MONTE ESCOBEDO, ZAC.",0,0,0,0,0,76,
08-abr-14,MEX.,"CUAUTITLAN, MEX.",0,0,0,0,0,134,
08-abr-14,N.L.,"SANTA CATARINA, N.L.",0,0,0,3,0,2670,
08-abr-14,SON.,"CAJEME, SON.",0,0,0,0,1,0,
09-abr-14,SON.,"HERMOSILLO, SON.",0,0,0,40,0,0,
10-abr-14,S.L.P.,"CIUDAD VALLES, S.L.P.",0,0,0,1,1,22,
10-abr-14,SON.,"HERMOSILLO, SON.",0,0,0,25,0,0,
10-abr-14,N.L.,"GUADALUPE, N.L.",0,0,0,1,1,1000,
11-abr-14,N.L.,"SANTA CATARINA, N.L.",0,0,0,2,0,5645,
11-abr-14,ZAC.,"MONTE ESCOBEDO, ZAC.",0,0,0,5,0,0,
11-abr-14,S.L.P.,"CIUDAD VALLES, S.L.P.",0,0,0,4,2,84,
11-abr-14,PUE.,"IZUCAR DE MATAMOROS, PUE.",0,0,0,5,0,0,
13-abr-14,N.L.,"SANTA CATARINA, N.L.",0,0,0,15,0,3607,
14-abr-14,N.L.,"GUADALUPE, N.L.",0,0,0,0,0,1050,
16-abr-14,SON.,"HERMOSILLO, SON.",0,0,0,35,0,0,
16-abr-14,N.L.,"GRAL. ESCOBEDO, N.L.",0,0,0,3,0,322,
18-abr-14,N.L.,"APODACA, N.L.",0,0,0,78,0,0,
20-abr-14,N.L.,"APODACA, N.L.",0,0,0,0,0,100,
21-abr-14,SON.,"HERMOSILLO, SON.",0,0,0,0,0,53,
22-abr-14,PUE.,"IZUCAR DE MATAMOROS, PUE.",0,0,0,0,0,9,
26-abr-14,CHIS.,"MAPASTEPEC, CHIS.",0,0,0,0,0,24,
27-abr-14,N.L.,"GRAL. ESCOBEDO, N.L.",0,0,0,4,0,2100,
28-abr-14,CHIS.,"MAPASTEPEC, CHIS.",0,0,0,0,0,63,
30-abr-14,N.L.,"GRAL. ESCOBEDO, N.L.",0,0,0,183,0,3850,
30-abr-14,N.L.,"APODACA, N.L.",0,0,0,21,0,382,
30-abr-14,CHIS.,"MAPASTEPEC, CHIS.",0,0,0,0,0,70,
30-abr-14,N.L.,"CADEREYTA JIMENEZ, N.L.",0,0,0,85,0,0,
01-may-14,B.C.,"ENSENADA, B.C.",0,0,0,0,1,0,
02-may-14,VER.,"POZA RICA DE HGO., VER.",0,0,0,0,1,0,
02-may-14,VER.,"COATZINTLA, VER.",0,0,0,0,0,367,
07-may-14,N.L.,"CADEREYTA JIMENEZ, N.L.",0,0,0,5,0,400,
07-may-14,S.L.P.,"CIUDAD VALLES, S.L.P.",0,0,0,0,0,155,
07-may-14,SON.,"HERMOSILLO, SON.",0,0,0,15,0,292,
08-may-14,SON.,"HERMOSILLO, SON.",0,0,0,1,0,0,
08-may-14,CHIS.,"SAN CRISTOBAL DE LAS CASAS, CHIS.",0,0,0,0,1,0,
09-may-14,MEX.,"NAUCALPAN DE JUAREZ, MEX.",0,0,0,0,1,0,
13-may-14,MEX.,"CHALCO, MEX.",0,0,0,0,0,0,
13-may-14,CHIH.,"HGO. DEL PARRAL, CHIH.",0,0,0,0,2,0,
14-may-14,N.L.,"SAN PEDRO GARZA GARCIA, N.L.",0,0,0,1,0,280,
14-may-14,N.L.,"CADEREYTA JIMENEZ, N.L.",0,0,0,1,0,0,
14-may-14,SON.,"HERMOSILLO, SON.",0,0,0,8,0,0,
15-may-14,N.L.,"CADEREYTA JIMENEZ, N.L.",0,0,0,1,0,0,
16-may-14,MEX.,"CHALCO, MEX.",0,0,0,0,0,0,
17-may-14,N.L.,"SAN PEDRO GARZA GARCIA, N.L.",0,0,0,56,0,157,
17-may-14,MEX.,"ATLACOMULCO, MEX.",0,0,0,0,0,0,
17-may-14,MEX.,"NAUCALPAN DE JUAREZ, MEX.",0,0,0,0,0,0,
17-may-14,MEX.,"TENANGO DEL VALLE, MEX.",0,0,0,0,0,0,
20-may-14,N.L.,"SAN PEDRO GARZA GARCIA, N.L.",0,0,0,15,0,4100,
20-may-14,CHIH.,"GUADALUPE, CHIH.",0,0,0,0,0,100,
20-may-14,COAH.,"PARRAS, COAH.",0,0,0,0,0,13,
21-may-14,S.L.P.,"SAN LUIS POTOSI, S.L.P.",0,0,0,0,1,0,
22-may-14,PUE.,"PUE., PUE.",0,0,0,2,0,40,
22-may-14,N.L.,"GARCIA, N.L.",0,0,0,10,0,3775,
22-may-14,Q. ROO,"COZUMEL, Q. ROO",0,0,0,0,0,18,
24-may-14,SON.,"HERMOSILLO, SON.",0,0,0,1,0,779,
25-may-14,N.L.,"GARCIA, N.L.",0,0,0,22,0,2962,
26-may-14,HGO.,"PACHUCA DE SOTO, HGO.",0,0,0,0,0,200,
26-may-14,SON.,"HERMOSILLO, SON.",0,0,0,22,0,0,
26-may-14,N.L.,"GARCIA, N.L.",0,0,0,5,0,310,
27-may-14,N.L.,"JUAREZ, N.L.",0,0,0,2,0,0,
27-may-14,N.L.,"GARCIA, N.L.",0,0,0,15,0,4598,
28-may-14,S.L.P.,"CIUDAD VALLES, S.L.P.",0,0,0,0,1,0,
28-may-14,N.L.,"GARCIA, N.L.",0,0,0,14,0,4500,
29-may-14,CHIH.,"MADERA, CHIH.",0,0,0,0,0,11,
30-may-14,CHIH.,"MADERA, CHIH.",0,0,0,0,0,10,
30-may-14,CHIH.,"GUADALUPE, CHIH.",0,0,0,0,0,25,
30-may-14,N.L.,"GARCIA, N.L.",0,0,0,27,0,6833,
30-may-14,PUE.,"PUE., PUE.",0,0,0,0,1,20,
30-may-14,SON.,"HERMOSILLO, SON.",0,0,0,23,0,860,
31-may-14,N.L.,"GARCIA, N.L.",0,0,0,80,0,8257,
31-may-14,SON.,"HERMOSILLO, SON.",0,0,0,9,0,0,
02-jun-14,N.L.,"JUAREZ, N.L.",0,0,0,4,0,100,
03-jun-14,OAX.,"CIUDAD IXTEPEC, OAX.",0,0,0,6,0,40,
03-jun-14,COL.,"COL., COL.",0,0,0,0,0,14,
03-jun-14,N.L.,"SANTIAGO, N.L.",0,0,0,10,0,450,
04-jun-14,COL.,"TECOMÁN, COL.",0,0,0,0,0,14,
04-jun-14,N.L.,"SANTIAGO, N.L.",0,0,0,2,1,389,
05-jun-14,SON.,"HERMOSILLO, SON.",0,0,0,5,0,0,
05-jun-14,PUE.,"PUE., PUE.",0,0,0,2,0,10,
06-jun-14,SON.,"HERMOSILLO, SON.",0,0,0,23,0,91,
06-jun-14,PUE.,"PUE., PUE.",0,0,0,0,2,110,
09-jun-14,CHIH.,"CHIH., CHIH.",0,0,0,0,0,0,
10-jun-14,N.L.,"SANTIAGO, N.L.",0,0,0,1,0,2265,
11-jun-14,N.L.,"LOS ALDAMAS, N.L.",0,0,0,0,0,4,
11-jun-14,PUE.,"PUE., PUE.",0,0,0,0,1,0,
11-jun-14,SON.,"HERMOSILLO, SON.",0,0,0,25,0,832,
11-jun-14,SON.,"CAJEME, SON.",0,0,0,0,0,100,
12-jun-14,SON.,"HERMOSILLO, SON.",0,0,0,7,0,663,
13-jun-14,NAY.,"SANTA MARIA DEL ORO, NAY.",0,0,0,0,0,0,
14-jun-14,N.L.,"BUSTAMANTE, N.L.",0,0,0,9,0,1000,
18-jun-14,SON.,"HERMOSILLO, SON.",0,0,0,0,0,67,
20-jun-14,SON.,"HERMOSILLO, SON.",0,0,0,0,0,10,
21-jun-14,SON.,"HERMOSILLO, SON.",0,0,0,2,0,84,
23-jun-14,ZAC.,"VILLANUEVA, ZAC.",0,0,0,0,0,25,
23-jun-14,N.L.,"MONTEMOR., N.L.",0,0,0,0,0,1415,
24-jun-14,SON.,"HERMOSILLO, SON.",0,0,0,22,0,0,
24-jun-14,COAH.,"SALTILLO, COAH.",0,0,0,2,0,223,
24-jun-14,N.L.,"MONTEMOR., N.L.",0,0,0,1,0,850,
24-jun-14,HGO.,"TULANCINGO DE BRAVO, HGO.",0,0,0,0,1,0,
25-jun-14,HGO.,"TULANCINGO DE BRAVO, HGO.",0,0,0,0,1,0,
25-jun-14,CHIH.,"CHIH., CHIH.",0,0,0,30,0,0,
25-jun-14,COAH.,"ACUÑA, COAH.",0,0,0,0,0,67,
26-jun-14,N.L.,"MONTEMOR., N.L.",0,0,0,8,0,3602,
26-jun-14,ZAC.,"VILLANUEVA, ZAC.",0,0,0,0,0,129,
27-jun-14,N.L.,"MONTEMOR., N.L.",0,0,0,5,0,2660,
28-jun-14,N.L.,"MONTEMOR., N.L.",0,0,0,2,0,2950,
28-jun-14,N.L.,"SALINAS VICTORIA, N.L.",0,0,0,5,0,141,
28-jun-14,SON.,"HERMOSILLO, SON.",0,0,0,11,0,0,
30-jun-14,N.L.,"MONTEMOR., N.L.",0,0,0,0,0,50,
30-jun-14,N.L.,"SALINAS VICTORIA, N.L.",0,0,0,2,0,100,
30-jun-14,COAH.,"MÚZQUIZ, COAH.",0,0,0,2,2,188,
02-jul-14,N.L.,"HUALAHUISES, N.L.",0,0,0,11,0,100,
02-jul-14,ZAC.,"VILLANUEVA, ZAC.",0,0,0,2,0,0,
03-jul-14,CHIS.,"ARRIAGA, CHIS.",0,0,0,0,0,7,
03-jul-14,SON.,"HERMOSILLO, SON.",0,0,0,9,0,50,
04-jul-14,ZAC.,"VILLANUEVA, ZAC.",0,0,0,1,0,0,
04-jul-14,N.L.,"CARMEN, N.L.",0,0,0,56,0,252,
05-jul-14,N.L.,"HUALAHUISES, N.L.",0,0,0,7,0,100,
05-jul-14,SON.,"HERMOSILLO, SON.",0,0,0,22,0,0,
06-jul-14,CHIS.,"ARRIAGA, CHIS.",0,0,0,0,0,94,
06-jul-14,N.L.,"CARMEN, N.L.",0,0,0,8,0,613,
07-jul-14,N.L.,"HUALAHUISES, N.L.",0,0,0,12,0,0,
09-jul-14,N.L.,"CARMEN, N.L.",0,0,0,2,0,2400,
09-jul-14,N.L.,"HUALAHUISES, N.L.",0,0,0,8,0,100,
09-jul-14,PUE.,"PUE., PUE.",0,0,0,0,0,285,
09-jul-14,SON.,"HERMOSILLO, SON.",0,0,0,0,0,26,
10-jul-14,N.L.,"CARMEN, N.L.",0,0,0,2,0,2895,
10-jul-14,SON.,"HERMOSILLO, SON.",0,0,0,0,0,366,
12-jul-14,SON.,"HERMOSILLO, SON.",0,0,0,24,0,0,
17-jul-14,COL.,"COL., COL.",0,0,0,8,0,225,
17-jul-14,N.L.,"LOS HERRERAS, N.L.",0,0,0,2,0,535,
18-jul-14,COAH.,"SALTILLO, COAH.",0,0,0,177,0,0,
18-jul-14,COL.,"COL., COL.",0,0,0,0,0,13,
22-jul-14,COAH.,"SALTILLO, COAH.",0,0,0,0,0,120,
25-jul-14,CHIH.,"MEOQUI, CHIH.",0,0,0,0,0,19,
26-jul-14,N.L.,"ABASOLO, N.L.",0,0,0,4,0,1450,
27-jul-14,N.L.,"ABASOLO, N.L.",0,0,0,66,0,2870,
28-jul-14,N.L.,"ABASOLO, N.L.",0,0,0,53,0,2240,
29-jul-14,N.L.,"ABASOLO, N.L.",0,0,0,28,0,870,
30-jul-14,SON.,"HERMOSILLO, SON.",0,0,0,0,0,36,
30-jul-14,N.L.,"ABASOLO, N.L.",0,0,0,65,0,1474,
30-jul-14,N.L.,"MINA, N.L.",0,0,0,2,0,0,
01-ago-14,COAH.,"SALTILLO, COAH.",0,0,0,0,0,59,
01-ago-14,COAH.,"ACUÑA, COAH.",0,0,0,0,0,60,
02-ago-14,N.L.,"CERRALVO, N.L.",0,0,0,4,0,490,
02-ago-14,N.L.,"DR. ARROYO, N.L.",0,0,0,1,0,50,
02-ago-14,SON.,"HERMOSILLO, SON.",0,0,0,0,0,374,
03-ago-14,N.L.,"CERRALVO, N.L.",0,0,0,2,0,150,
04-ago-14,SON.,"HERMOSILLO, SON.",0,0,0,36,0,0,
05-ago-14,N.L.,"DR. ARROYO, N.L.",0,0,0,8,0,884,
06-ago-14,N.L.,"CERRALVO, N.L.",0,0,0,7,0,456,
08-ago-14,COAH.,"SALTILLO, COAH.",0,0,0,0,0,10,
08-ago-14,N.L.,"CERRALVO, N.L.",0,0,0,14,0,975,
12-ago-14,COAH.,"SALTILLO, COAH.",0,0,0,0,0,149,
14-ago-14,COAH.,"ACUÑA, COAH.",0,0,0,0,0,30,
14-ago-14,N.L.,"SAN NICOLAS DE LOS GARZA, N.L.",0,0,0,0,0,100,
16-ago-14,SON.,"HERMOSILLO, SON.",0,0,0,1,0,1120,
16-ago-14,SON.,"CAJEME, SON.",0,0,0,1,0,442,
16-ago-14,TAMPS.,"MATAMOROS, TAMPS.",0,0,0,4,0,88,
18-ago-14,COAH.,"SALTILLO, COAH.",0,0,0,5,0,228,
18-ago-14,N.L.,"SAN NICOLAS DE LOS GARZA, N.L.",0,0,0,1,0,250,
19-ago-14,PUE.,"ATLIXCO, PUE.",0,0,0,1,0,6,
19-ago-14,SON.,"HERMOSILLO, SON.",0,0,0,0,0,700,
20-ago-14,SON.,"HERMOSILLO, SON.",0,0,0,0,0,98,
21-ago-14,SON.,"HERMOSILLO, SON.",0,0,0,0,0,1700,
21-ago-14,COAH.,"SALTILLO, COAH.",0,0,0,0,0,78,
21-ago-14,N.L.,"SANTA CATARINA, N.L.",0,0,0,5,0,0,
22-ago-14,N.L.,"SANTA CATARINA, N.L.",0,0,0,50,0,0,
22-ago-14,COAH.,"SALTILLO, COAH.",0,0,0,1,1,9,
25-ago-14,SON.,"CAJEME, SON.",0,0,0,1,0,330,
25-ago-14,N.L.,"SANTA CATARINA, N.L.",0,0,0,1,0,91,
26-ago-14,N.L.,"GUADALUPE, N.L.",0,0,0,1,0,261,
27-ago-14,N.L.,"GUADALUPE, N.L.",0,0,0,2,0,221,
27-ago-14,SON.,"HERMOSILLO, SON.",0,0,0,0,0,800,
28-ago-14,N.L.,"GUADALUPE, N.L.",0,0,0,1,0,0,
29-ago-14,TAB.,"TENOSIQUE, TAB.",0,0,0,0,1,0,
29-ago-14,MICH.,"APATZINGAN, MICH.",0,0,0,0,2,0,
30-ago-14,N.L.,"SANTA CATARINA, N.L.",0,0,0,41,0,0,
01-sep-14,N.L.,"APODACA, N.L.",0,0,0,1,0,158,
01-sep-14,AGS.,"JESÚS MARÍA, AGS.",0,0,0,2,0,98,
02-sep-14,SON.,"CAJEME, SON.",0,0,0,1,0,100,
02-sep-14,N.L.,"GRAL. ESCOBEDO, N.L.",0,0,0,150,0,3500,
03-sep-14,COAH.,"SALTILLO, COAH.",0,0,0,2,1,83,
03-sep-14,PUE.,"PUE., PUE.",0,0,0,0,0,26,
04-sep-14,SON.,"HERMOSILLO, SON.",0,0,0,33,0,300,
05-sep-14,N.L.,"MONTERREY, N.L.",0,0,0,2,0,0,
05-sep-14,PUE.,"ATLIXCO, PUE.",0,0,0,0,0,12,
05-sep-14,N.L.,"GRAL. ESCOBEDO, N.L.",0,0,0,2,0,0,
06-sep-14,N.L.,"GRAL. ESCOBEDO, N.L.",0,0,0,107,0,1182,
06-sep-14,N.L.,"APODACA, N.L.",0,0,0,3,0,490,
08-sep-14,AGS.,"JESÚS MARÍA, AGS.",0,0,0,25,0,0,
10-sep-14,N.L.,"APODACA, N.L.",0,0,0,0,0,480,
10-sep-14,PUE.,"ATLIXCO, PUE.",0,0,0,0,0,94,
11-sep-14,COAH.,"SALTILLO, COAH.",0,0,0,2,1,257,
11-sep-14,SON.,"CAJEME, SON.",0,0,0,0,0,1001,
15-sep-14,N.L.,"SAN PEDRO GARZA GARCIA, N.L.",0,0,0,0,0,300,
15-sep-14,N.L.,"CADEREYTA JIMENEZ, N.L.",0,0,0,0,0,450,
16-sep-14,N.L.,"SAN PEDRO GARZA GARCIA, N.L.",0,0,0,0,0,6480,
16-sep-14,N.L.,"CADEREYTA JIMENEZ, N.L.",0,0,0,1,0,2000,
17-sep-14,N.L.,"CADEREYTA JIMENEZ, N.L.",0,0,0,"1,039",0,0,
18-sep-14,N.L.,"CADEREYTA JIMENEZ, N.L.",0,0,0,0,0,69,
19-sep-14,COAH.,"SALTILLO, COAH.",0,0,0,6,0,40,
19-sep-14,SON.,"HERMOSILLO, SON.",0,0,0,0,0,162,
19-sep-14,N.L.,"SAN PEDRO GARZA GARCIA, N.L.",0,0,0,0,0,7156,
20-sep-14,N.L.,"SAN PEDRO GARZA GARCIA, N.L.",0,0,0,0,0,64,
21-sep-14,MICH.,"COALCOMAN DE VAZQUEZ PALLARES, MICH.",0,0,0,0,0,575,
24-sep-14,N.L.,"GARCIA, N.L.",0,0,0,0,0,6750,
24-sep-14,MICH.,"COALCOMAN DE VAZQUEZ PALLARES, MICH.",0,0,0,0,0,723,
25-sep-14,COAH.,"SALTILLO, COAH.",0,0,0,0,0,45,
25-sep-14,N.L.,"GARCIA, N.L.",0,0,0,0,0,6725,
26-sep-14,AGS.,"SAN JOSÉ DE GRACIA, AGS.",0,0,0,0,0,76,
28-sep-14,N.L.,"JUAREZ, N.L.",0,0,0,0,0,30,
30-sep-14,N.L.,"GARCIA, N.L.",0,0,0,1,0,100,
01-oct-14,COAH.,"SALTILLO, COAH.",0,0,0,0,0,19,
02-oct-14,N.L.,"SAN NICOLAS DE LOS GARZA, N.L.",0,0,0,0,0,175,
03-oct-14,SIN.,"ELOTA, SIN.",0,0,0,0,2,0,
03-oct-14,AGS.,"AGS., AGS.",0,0,0,0,0,130,
03-oct-14,COAH.,"SALTILLO, COAH.",0,0,0,4,0,141,
07-oct-14,PUE.,"ATLIXCO, PUE.",0,0,0,0,0,61,
07-oct-14,COAH.,"SALTILLO, COAH.",0,0,0,0,0,32,
07-oct-14,SON.,"MAGDALENA, SON.",0,0,0,2,0,0,
